Scientific Name,#Occurrences
palaeotragus sp,3
paloplotherium sp,3
pan paniscus,3
panthera uncia,3
pantolambda sp,3
papio papio,3
pappogeomys merriami,3
paradidelphys inexpectata,3
parahippus nebrascensis,3
parahippus vellicans,3
parailurus hungaricus,3
paramys atavus,3
paramys francesi,3
paramys wortmani,3
paranomalurus soniae,3
paranomalurus walkeri,3
paranyctoides maleficus,3
pareumys gazini,3
parictis montanus,3
paromomys? sp,3
paschatherium dolloi,3
pedetes surdaster,3
pediomys elegans?,3
pelycodus praetutus,3
pentalagus furnessi,3
peradectes? sp,3
peratherium donohoei,3
peratherium edwardi,3
peratherium merriami,3
perchoerus minor,3
peridyromys sp,3
perimys sp,3
periptychus sp,3
perognathoides eurekensis,3
peromyscus baumgartneri,3
peromyscus boylii/pectoralis,3
peromyscus caniceps,3
peromyscus flavus,3
peromyscus lepturus,3
peromyscus lucopus,3
peromyscus maximus,3
peromyscus pirrensis,3
peromyscus sejugis,3
peromyscus sitkensis,3
peromyscus slevini,3
peronymus leucopterus,3
petaurista hainana,3
petaurista nitidula,3
petaurus sciureus,3
petinomys vordermanni,3
petromyscus barbouri,3
phacochoerus sp.,3
phenacodontid? sp,3
phenacodus copei,3
phenacodus matthewi,3
phenacolemur praecox,3
phenacomys mackenzie,3
phiomia winstoni,3
phiomys andrewsi,3
phlaocyon latidens,3
phodopus bedfordiae,3
phyllomys blainvilii,3
phyllotis amicus,3
pipistrellus minusculus,3
pipistrellus rusticus,3
plagioctenodon dormaalensis,3
pleurolicus leptophrys,3
pleurolicus sp,3
pliauchenia? sp,3
pliohippus eurystyle,3
pliohippus fossulatus,3
pliohippus nobilis,3
pliohippus stocki,3
pliomys deeringensis,3
pliopotamys minor,3
poabromylus kayi,3
podogymnura truei,3
poelagus sp.,3
pogonomys sp.,3
pontifactor bestiola,3
postcopemys valensis,3
potorous sp.,3
praesorex goliath,3
praomys denniae,3
presbytis entellus,3
probathyopsis hobackensis,3
probathyopsis sp,3
procamelus edensis,3
procavia sp.,3
prodiacodon furor,3
prodinoceras diconicus,3
prodipodomys riversidensis,3
proechimys cayennensis,3
proechimys goeldii,3
proechimys hendeei,3
proechimys semiespinosus,3
proechimys trinitatis,3
proechimys warreni,3
profelis aurata,3
prolimnocyon? sp,3
prometheomys schaposchnikowi,3
promioclaenus lemuroides,3
pronothodectes sp,3
propalaeosinopa diluculi,3
propithecus diadema,3
propleopus chillagoensis,3
proputorius pusillus,3
prosciurus magnus,3
prosciurus? sp,3
protadjidaumo typus,3
protapirus priscus,3
protemnodon buloloensis,3
protemnodon chinchillaensis,3
proterix minimus,3
proterozetes ulysses,3
protictis paralus,3
protictis schaffi,3
protitanotherium sp,3
protocyon orcesi,3
protolabis coartatus,3
protoreodon primus,3
protospermophilus sp,3
prototomus secundarius,3
protoungulatum donnae,3
protypotheroides beetzi,3
proviverra typica,3
pseudaelurus intrepidus,3
pseudaplodon occidentale,3
pseudocheirus longinosus,3
pseudocheirus sp.,3
pseudodiplacodon progressum,3
pseudohipparion simpsoni,3
pseudomys shortridgei,3
pseudoryzomys simplex,3
pseudothylacynus rectus,3
pseudotomus californicus,3
pteromys fimbriatus,3
pteropus niger,3
pteropus ornatus,3
pteropus speciosus,3
pteropus tablasi,3
pteropus voeltzkowi,3
ptilocercus lowii,3
putorius ermineus,3
putorius vulgaris,3
putorius xanthogemys,3
quercytherium tenebrosum,3
rapamys sp,3
rattus nitidus,3
rattus novergicus,3
rattus vandeuseni,3
redunca arundium,3
reithrodontomys bakeri,3
reithrodontomys hirsutus,3
reithrodontomys milleri,3
reithronycteris aphylla,3
repomys maxumi,3
rhagopodemus tourkobouniensis,3
rhinoceros brachypus,3
rhinolophus calypso,3
rhinolophus deckenii,3
rhinolophus episcopus,3
rhinolophus pearsoni,3
rhinosciurus laticaudatus,3
rhipidomys fulviventer,3
rhipidomys masticalis,3
rhizomyoides sivalensis,3
rhogeessa io,3
rhynchogale melleri,3
saghatherium sobrina,3
saguinus graellsi,3
salanoia concolor,3
salpingotus kozlovi,3
sangamona sp,3
sarcophilus harrisi,3
schaubeumys? sp,3
sciuridae sp.,3
sciurillus pusillus,3
sciuroid sp,3
sciuroides fraasi,3
sciurus boothiae,3
sciurus carolensis,3
sciurus fossor,3
sciurus palmarum,3
sciurus sinaloensis,3
sciurus? sp,3
scoteinus greyi,3
scotophilus borbonicus,3
scotophilus robustus,3
scottimus sp,3
scutisorex congicus,3
sicista subtilis,3
sigmoceros lichtensteini,3
sigmodon medius,3
sigmodontomys esmeraldarum,3
simidectes magnus,3
simimys sp,3
sinopa shoshoniensis,3
sitomys americanus,3
sorex cylindricauda,3
sorex edwardsi,3
sorex leahyi,3
sorex platyrhinus,3
sorex sanguinidens,3
soriculus caudatus,3
soriculus hypsibia,3
spalax giganteus,3
spalax sp.,3
spermophilus xanthoprymnus,3
srilankamys ohioensis,3
stachomys trilobodon,3
steatomys loveridgei,3
stegodon triganocephalus,3
stenoplesictis minor,3
stibarus lemurinus,3
stilotherium dissimile,3
stockia powayensis,3
sturnira ludovicii,3
stylocynus paranensis,3
suncus infinitesimus,3
suncus luzoniensis,3
suncus sp.,3
sylvilagus floridanus?,3
sylvisorex granti,3
synaptomys cooperi?,3
syntheosciurus griseimembra,3
systemodon sp,3
talahpithecus parvus,3
tamandua chacoensis,3
tamias [unknown],3
tamiasciurus merriami,3
tamiops macclellandi,3
taphozous hilli,3
tapirus merriami,3
tapirus sp.,3
tapocyon robustus,3
tataromys plicidens,3
tatera inclusus,3
tatera miniscula,3
tatera taborae,3
taurotragus derbianus,3
taurotragus sp.,3
temnocyon altigenis,3
tephrocyon temerarius,3
thallomys shortridgei,3
thamnomys dolichurus,3
thomasomys lugens,3
thomasomys macrotis,3
thomasomys rhoadsi,3
thomomys baileyi,3
thomomys hesperus,3
thryptacodon australis,3
thryptacodon loisi,3
thylacaelurus sp,3
thylamys macrurus,3
thylogale billardieri,3
tinimomys graybulliensis,3
titanoides primaevus,3
tolypeutes tricinctus,3
tomarctus brevirostris,3
tomarctus hippophaga,3
tomarctus hippophagus,3
tomarctus sp,3
tomarctus temerarius,3
tonatia sp.,3
torrejonia sp,3
trachypithecus obscurus,3
tragelaphus euryceros,3
tragulus nigricans,3
tragulus sp.,3
trinomys albispinus,3
trinomys mirapitanga,3
triplopides rieli,3
triplopus cubitalis,3
tritemnodon sp,3
tritemnodon strenua,3
trogopterus edithae,3
trogosus sp,3
troposodon minor,3
tupaia mulleri,3
tylomys nudicaudatus,3
typhlomys cinereus,3
uintaceras grandis,3
uintacyon massetericus,3
uintanius sp,3
untermannerix copiosus,3
urocyon cinereogenteus,3
vampyrops ?,3
vampyrops umbratus,3
viverra civetta,3
viverriscus omnivorus,3
vulpavus? sp,3
vulpes ruppelli,3
wasatchia grangeri,3
zalambdalestes lechei,3
zophoapeomys indicum,3
zyzomys sp.,3
abderites crassignathus,2
abrothrix hershkovitzi,2
aceratherium blanfordi,2
achaenodon insolens,2
acinonyx pardinensis,2
acomys hunteri,2
acrocyon sectorius,2
adapidium huanghoense,2
adapis sciureus,2
addax nasomaculata,2
adelomys sp,2
adinotherium ovinum,2
aelurictis intermedius,2
aelurocyon brevifacies,2
aelurodon asthenostylus,2
aelurodon haydeni,2
aeroglyphus robustus,2
aethomylos sp,2
aethomys granti,2
aethomys stannarius,2
agriochoerus major,2
agriochoerus minimus,2
akodon aliquantulus,2
alces machlis,2
allactaga saliens,2
allactaga severtzovi,2
allactaga sp.,2
allactodipus bobrinskii,2
allgokirus australis,2
allictops inserrata,2
allocyon loganensis,2
allodelphis pratti,2
alloptox gobiensis,2
allostylops periconotus,2
alluvisorex arcadentes,2
alouatta sp,2
alpherat bramblei,2
altilambda pactus,2
altilambda tenuis,2
aluralagus virginiae,2
ammospermophilus sp.,2
amphicyon frendens,2
amphicyonid? sp,2
amphilemur eocaenicus,2
amphitragulus gracilis,2
amynodon intermedius,2
amynodon reedi,2
amynodont? sp,2
amynodontopsis bodei,2
anaptogale wanghoensis,2
anatolostylops dubius,2
ancenycteris rasmusseni,2
anchilestes impolitus,2
anchilophus depereti,2
anchilophus radegondensis,2
anchippus texanus,2
anchitherium ezquerre,2
anchomomys latidens,2
ancodus velaunus,2
ancylotherium pentelici,2
andinodelphys cochabambensis,2
andinomys sp.,2
anemorhysis sublettensis,2
anictops tabiepedis,2
anisonchus athelas,2
anisonchus bacus,2
anisonchus eowynae,2
anoa quarlesi,2
anomalurus sp.,2
anoura sp.,2
ansomys sp,2
antechinus melanurus,2
anthracokeryx myaingensis,2
anthracothema crassum,2
anthracotherium magnum,2
antiacodon pygmaeus,2
antidorcus marsupialis,2
antrozous pacificus,2
antrozous sp.,2
aonyx congica,2
aotus azarai,2
apatemyid sp,2
apatemyid? sp,2
apatemys pygmaeus,2
apatemys whitakeri,2
apatemys? sp,2
apheliscus nitidens,2
apheliscus? sp,2
aphelops meridianus,2
apodemus molossimus,2
apomys abrae,2
apternodus altitalonidus,2
aquiladelphis paraminor,2
archaelurus debilis,2
archaeolagus sonoranus,2
archaeolambda tabiensis,2
archaeoryctes notialis,2
archaeotherium crassum,2
archaeotragulus krabiensis,2
arctodus pristinus,2
arctodus sp,2
ardynomys olseni,2
arfia junnei,2
argyrolagus scagliai,2
arielulus cuprosus,2
arminiheringia auceta,2
arminiheringia cultrata,2
arretotherium acridens,2
artiodactyla sp.,2
arvicanthis neumanni,2
arvicola gapperi,2
arvicola sapidus,2
asiostylops spanios,2
astrohippus stocki,2
ateles sp,2
atherurus sp.,2
auchenia vicugna,2
ausktribosphenos nikos,2
aztlanolagus sp,2
baioconodon denverensis,2
baioconodon nordicum,2
balaenoptera mysticetus,2
balaenoptera sp.,2
balbaroo kutyo,2
barbourofelis fricki,2
barylambda jackwilsoni,2
bathyergoides neotertiarus,2
batodonoides vanhouteni,2
bdeogale jacksoni,2
beckia grangerensis,2
behemotops emlongi,2
bobbschaefferia fluminensis,2
bolomys scagliarum,2
bootherium sp,2
borophagus orc,2
borophagus pachyodon,2
borophagus parvus,2
borophagus ricardoensis,2
bos bunnelli,2
bos etruscus,2
bos spiralis,2
bothriodon americanus,2
bothriodon priscidens,2
brachycrus buwalda,2
brachyodus sp,2
brachyopcynus montanus,2
brachypsalis pristinus,2
brachypsalis simplicidens,2
brachyteles arachnoides,2
brachyuromys betsileoensis,2
breviodon acares,2
brontotherium curtum,2
brucepattersonius misionensis,2
brucepattersonius paradisus,2
budorcas taxicolor,2
buisnictis breviramus,2
bulungamaya prima,2
bunohyrax fajumensis,2
bunolagus monticularis,2
bunomeryx montanus,2
bunomys penitus,2
bunophorus robustus,2
caenolestes convelatus,2
caenolophus obliquus,2
caenolophus promissus,2
caenopus mitis,2
caenopus tridactylus,2
caenopus? sp,2
callicebus caligatus,2
callithrix chrysoleucus,2
callithrix sp.,2
callosciurus finlaysoni,2
callosciurus inornatus,2
callosciurus nox,2
callosciurus rubidiventris,2
callosciurus sp.,2
calomys arizonae,2
calomys murillus,2
caluromys sp.,2
caluromysiops irrupta,2
cameloid sp,2
campestrallomys annectens,2
campestrallomys sioxensis,2
canidae sp.,2
canis dirus?,2
canis edwardii,2
canis latrans-rufus,2
canis latransxlupus,2
canis platensis,2
canis priscolatrans,2
canis simensis,2
cansumys canus,2
cantius abditus,2
cantius torresi,2
cantius? sp,2
capra caucasica,2
capra hircus?,2
capricornis crispus,2
capromys thoractus,2
carnivora indet,2
caroloameghinia tenuis,2
carpocristes rosei,2
cartictops canina,2
castor sp,2
castoroides sp,2
caviella sp.,2
cecilionycteris priscus,2
centetodon hendryi,2
centetodon pulcher,2
centronycteris maximilliani,2
cephalophus ogilbyi,2
cephalophus sp.,2
cephalophus sylvicultor,2
cephalorhynchus commersonii,2
cercartetus caudatus,2
cercartetus sp.,2
cercocebus albigena,2
cercocebus aterrimus,2
cercoleptes caudiolvus,2
cercopithecus ascanius,2
cercopithecus campbelli,2
cercopithecus patas,2
cercopithecus pogonias,2
cercopithecus talapoin,2
cerradomys sp.,2
cervavus oweni,2
cervidae sp.,2
cervus duvauceli,2
cervus eldii,2
cervus sp,2
cetnomus opimus,2
ceutholestes dolosus,2
cf. purgatorius,2
chadrolagus? sp,2
chaerephon frater,2
chaerephon solomonis,2
chaeropus ecaudatus,2
chalicotherium goldfussi,2
chasmotherium stehlini,2
chilonycteris parnelli,2
chimarrogale platycephala,2
chinchilla brevicaudata,2
chinchilla langier,2
chinchilla sp,2
chiromyscus chiropus,2
chiropodomys glirisodes,2
choelopus hoffmanni,2
choeropotamus lautricensis,2
choeropotamus matritensis,2
chriacus badgley,2
chriacus truncatus,2
chrotogale owstoni,2
chrysochloris sp.,2
chrysospalax trevelyani,2
cimexomys? sp,2
cimolestes lucasi,2
cimolestes sp,2
cimolodon? sp,2
cimolomys trochuus,2
citellus beldingi,2
citellus elegans,2
citellus fulvus,2
citellus mugosaricus,2
citellus primitivus,2
citellus richardsoni,2
citellus sp.,2
citellus suslica,2
citellus variegatus,2
cladosictis centralis,2
cladosictis lustrata,2
claenodon acrogenius,2
claenodon ferox,2
claenodon? sp,2
claviglis raptor,2
clethrionomys caesarius,2
clethrionomys nivarius,2
cocomys lingchaensis,2
coendou brandtii,2
coendou pruinosus,2
coendou sp,2
coendou villosus,2
colobus angolensis,2
colobus sp.,2
colpoclaenus procyonoides,2
condylura sp.,2
conilurus albipes,2
connochaetes gnu,2
copemys kelloggae,2
copemys? sp,2
coriphagus encinensis,2
coriphagus montanus,2
corynorhinus macrotus,2
corynorhinus sp.,2
corynorhinus towsendii,2
coryphodon anax?,2
cosomys primus,2
cothurus rubicundus,2
cratogeomys tylorhinus,2
cricetodon hagni,2
cricetulus barbarensis,2
cricetus auratus,2
cricetus triton,2
crocidura coreae,2
crocidura denti,2
crocidura dolichura,2
crocidura fulvastra,2
crocidura gmelini,2
crocidura grandiceps,2
crocidura littoralis,2
crocidura martensii,2
crocidura maxi,2
crocidura montis,2
crocidura neglecta,2
crocidura nigricans,2
crocidura nigrofusca,2
crocidura odonata,2
crocuta eximia,2
crossarchus alexandri,2
cryptomys sp.,2
cryptotis colombiana,2
cryptotis mayensis,2
cryptotis medellinia,2
cryptotis orophila,2
ctenomys fochi,2
ctenomys knighti,2
ctenomys pearsoni,2
ctenomys perrensis,2
ctenomys roigi,2
ctenomys yolandae,2
cylindrodon? sp,2
cynarctoides sp,2
cynocephalus porcinus,2
cynodictis intermedius,2
cynohyaenodon cayluxi,2
cynopterus princeps,2
cynopterus titthaecheilus,2
cynorca socialis,2
cyriacotherium psamminum,2
cyrptotis parva,2
dactylomys sp,2
dakotamys pelycomyoides,2
dama mesopotamica,2
damaliscus phillipsi,2
daphoenus felinus,2
dasyprocta agouti,2
dasyprocta colombiana,2
dasypus sabanicola,2
dasypus septemcinctus,2
dasypus sexcinctus,2
dawsonomys minor,2
dawsonomys sp,2
decoreodon elongetus,2
deltatheridium sp,2
democricetodon affinis,2
democricetodon crassus,2
democricetodon mutilus,2
dendromus mesomelas,2
deperetella cristata,2
derorhynchus singularis,2
desmatoclaenus mearae,2
desmostylus japonicus,2
desmostylus sp.,2
diacocherus minutus,2
diacodexis chacensis,2
diacodexis ilicis,2
diacodon tauricinerei,2
diacronus anhuiensis,2
diatomys shantungensis,2
diceratherium armatum,2
diceratherium cookei,2
diceratherium croizeti,2
diclidurus virgo,2
dicrostonyx sp,2
dicrostonyx vinogradovi,2
didelphid indet,2
didelphidectes pumilis,2
didelphis brachyodonta,2
didelphodon sp,2
didelphodon? vorax,2
didymoconus berkeyi,2
dilambda speciosa,2
dioplotherium manigaulti,2
dipilus columnaris,2
diplacodon progressum,2
diplobunops? sp,2
dipodomys [unknown],2
dipodomys simiolus,2
diprotodon minor,2
dipsalodon churchillorum,2
dipus acontion,2
dirias albiventer,2
dissacus magushanensis,2
distoechurus pennatus,2
docodon sp,2
dolichorhinus longiceps?,2
dolicopithecus ruscinensis,2
domnina pentadonta,2
domninoides platybrachys,2
domninoides? sp,2
dorcatherium minimus,2
dorcopsis veterum,2
dormaalius vandebroeki,2
dormaalius vandenbrocki,2
dracoclaenus griphus,2
dremomys senex,2
drymoreomys albimaculatus,2
dryomys braillon,2
dryomys hamadryas,2
dryopithecus fontani,2
dugong dugong,2
dusicyon sechunae,2
dyspterna woodi,2
echimys saturnus,2
echimys semivillosus,2
echimys sp.,2
echinosorex gymnurus,2
ectoconus majusculus,2
ectypodus musculus,2
elephant sp,2
elephantidae sp.,2
elephantulus fuscipes,2
elephantulus sp,2
elephas africanus,2
elomeryx minor,2
elotherium calkinsi,2
enaliarctos mealsi,2
enaliarctos mitchelli,2
enhydriodon lluecai,2
entomolestes grangeri,2
entoptychus crassiramis,2
entoptychus germannorum,2
entoptychus? sp,2
eogale parydros,2
eomaia scansoria,2
eomoropus annectens,2
eomys molassicus,2
eothenomys proditor,2
epihippus? sp,2
epimys macrolepis,2
epimys neglectus,2
episoriculus caudatus,2
epitriplopus medius,2
epoicotherium unicum,2
epomops sp.,2
eporeodon helenae,2
eporeodon latidens,2
eporeodon montanus,2
eptesicus ?,2
eptesicus faradjius,2
eptesicus regulus,2
eptisicus fuscus,2
equus excelsus,2
equus mexicanus,2
equus niobrarensis,2
equus proversus,2
equus stenonis,2
eremoryzomys polius,2
eremotherium rusconi,2
erethizon sp.,2
erinaceus concolor,2
erithizon dorsatus,2
esthonyx bisculatus,2
esthonyx grangeri,2
esthonyx munieri,2
eucricetodon atavus,2
eucricetodon gerandianum,2
eudolops caroliameghinoi,2
eulemur albifrons,2
eumyarion medius,2
eumys exiguus,2
eumys? sp,2
euoticus inustus,2
euowenia grata,2
euowenia robusta,2
eupetaurus cinereus,2
euryzygoma dunense,2
eutamias bulleri,2
eutamias panamintinus,2
eutamias quadrivittatus,2
eutamias senex,2
eutamias speciosus,2
eutherian sp,2
eutypomys sp,2
eutypomys wilsoni,2
evotomys jochelsoni,2
extocentrocristus foxi,2
felis ?,2
felis californicus,2
felis concolor?,2
felis manul,2
felis oregonensis,2
felis planiceps,2
felis rufa,2
felis serval,2
felis sylvestris,2
forstercooperia jigniensis,2
funambulus tristriatus,2
funisciurus auriculatus,2
funisciurus pyrrhopus,2
funisciurus sp.,2
galago crassicaudata,2
galago elegantulus,2
galea spixii,2
galecyon peregrinus,2
galeopterus volans,2
galerix exilis,2
gazella palaeosinensis,2
gelastops parcus,2
geolabidid? sp,2
geomys minor,2
gerbilliscus brantsii,2
gerbillus sp.,2
gigantopithecus blacki,2
glossophaga sp,2
glyptodon reticulatus,2
gomphotheriid sp,2
goniacodon hiawathae,2
grammomys sp.,2
graphiurus parvus,2
graphiurus rupicola,2
graphiurus sp.,2
gregorymys grantensis,2
griphomys sp,2
gulo gidleyi,2
gypsonictops clemensi,2
gysonictops hypoconus,2
halitherium schinzi,2
haltikosomys sp,2
haplolambda quinni,2
harpyodus euros,2
hatcheritherium alpha,2
hecubides euryodon,2
hegetotherium mirabile?,2
helaletes boops,2
heliophobius spalax,2
heliscomys gregoryi,2
helogale ivori,2
hemiauchenia minima,2
hemiauchenia stevensi,2
hemicentetes nigriceps,2
hemiderma brevicaudum,2
hemiechinus sp.,2
hemipsaladon grandis,2
hemipsalodon grandis,2
hemitragus jemlaica,2
heptodon minimus,2
heptodon tianshanensis,2
herpailurus yaguarondi,2
herpestes [unknown],2
herpestes brachyurus,2
herpestes edwardsii,2
herpestes pulverulentus,2
hesperhys pinensis,2
hesperhys vagrans,2
hesperocamelus stylodon,2
hesperocyon gregarius?,2
hesperocyon leptodus,2
hesperocyon? sp,2
hesperomys frida,2
heterohyrax sp.,2
heteroxerus grivensis,2
heteroxerus sp,2
hipparion crassum,2
hipparion ingenium,2
hipparion mohavensis,2
hipparion periafricanum,2
hipparion platystyle,2
hipparion plicatile,2
hipparion rectidens,2
hippidion sp,2
hippopotamus antiquus,2
hippopotamus gorgops,2
hippopotamus imaguncula,2
hippopotamus lemerlei,2
hipposideros abae,2
hipposideros atratus,2
hipposideros coronatus,2
hipposideros coxi,2
hipposideros megalotis,2
hipposideros stenotis,2
histiotus sp.,2
homogalax reliquius,2
homogalax wutuensis,2
homotherium crenatidens,2
homunculus patagonicus,2
homunculus tatacoensis,2
hoplophoneus? sp,2
hsiuannania naguensis,2
hsiuannania tabiensis,2
huaiyangale tabiensis,2
huerfanius rutherfordi,2
hyaena sp,2
hyaenodon microdon,2
hyaenodon requieni,2
hydrictis maculicollis,2
hydrochoerus capybara,2
hylobates klossii,2
hylobates moloch,2
hylobates sp,2
hylomeryx sp,2
hylopetes lepidus,2
hyopsodus marshi,2
hyopsodus miticulatus,2
hyopsodus simplex,2
hyopsodus vicarius,2
hyopsodus? sp,2
hyotherium paleochoerus,2
hypertragulus planiceps,2
hypogeomys antimena,2
hypolagus gidleyi,2
hypolagus limnetus,2
hyposidus sp,2
hypsimylus beijingensis,2
hypsoparia bosemanensis,2
hyrachyus crassidens,2
hyrachyus intermedius,2
hyracodon priscidens,2
hyracodontid sp,2
hyracolestes ermineus,2
hyracotherium 'leporinum',2
hyracotherium craspedotum?,2
hyracotherium cuniculus,2
hyracotherium seekinsi,2
hyracotherium vassaciense,2
icaronycteris index,2
ichthyolestes pinfoldi,2
ichthyomys caurina,2
ichthyomys hydrobates,2
ictops acutidens,2
ilaria lawsoni,2
indarctos lagrelii,2
indarctos oregonensis,2
ischyrictis zibethoides,2
ischyromys cristatus,2
isectolophid sp,2
isectolophus latidens,2
ishatherium subathuensis,2
isothrix pagurus,2
juliomys ossitenuis,2
karnimata darwini,2
karnimata sp,2
kerivoula africana,2
kerivoula intermedia,2
kerivoula lanosa,2
kerivoula lenis,2
kermackia texana,2
khasia tiupampina,2
khirtharia inflatus,2
knightomys huerfanensis,2
kobus patulicornis,2
kolopsoides cultridens,2
kolponomus clallamensis,2
kuanchuanius shantunensis,2
kunmunella kalakotensis,2
lagenorhynchus ?,2
lagenorhynchus obscurus,2
lagenorhynchus sp.,2
lagidium boxi,2
lagorchestes hirsutus,2
lagothrix infumata,2
lagothrix lagothricha,2
lagurus prezewalskii,2
lama sp,2
lambdotherium popagicum,2
lambdotherium posticus,2
lambdotherium primaevum,2
laphyctis mustelinus,2
lasionycteris nortivagans,2
leakitherium hiwegi,2
leggada minutoides,2
leidymys lockingtonianus,2
leipsanolestes? sp,2
lemmus paulus,2
leptarctus ancipidens,2
leptodontomys oregonensis,2
leptolambda schmidti,2
leptomeryx evansi?,2
leptomeryx transmontanus,2
leptomeryx? sp,2
leptotomus costilloi,2
lepus comus,2
lepus flavigularis,2
lepus mandschuricus,2
lepus paludicola,2
lepus poadromus,2
lepus variabilis,2
limnoecus niobrarensis,2
limnotragus spekei,2
linnania lofoensis,2
lionycteris spurelli,2
liponycteris nudiventris,2
litaletes disjunctus,2
litaletes sp,2
lofochaius brachyodus,2
loncheres labilis,2
lontra provocax,2
lophiodon sp,2
lophiomys imhausi,2
lophiomys testudo,2
lophiotherium parvulum,2
lophocebus albigena,2
lophuromys brevicaudus,2
loxodonta antiquus,2
loxodonta cyclotis,2
loxolithax stocktoni,2
lushius qinlinensis,2
lutra maculicollis,2
lutra provocax,2
lutra sumatrana,2
lutravus halli,2
lutrogale perspicillata,2
lycophocyon hutchisoni,2
lyroderma sinensis,2
macaca cynomolgus,2
macaca irus,2
macaca maura,2
macaca nemestrinas,2
macaca nemestrinus,2
macaca rhesus,2
macaca sp,2
machairodus neogaeus,2
macrauchenia patachonica,2
macrocranion germonpreae,2
macropus [unknown],2
macropus antilopinus,2
macropus gigas,2
macropus macropus,2
macropus vinceus,2
macrotarsius montanus,2
macrotis lagotis,2
macrotis leucura,2
mahgarita stevensi,2
malacothrix pentonyx,2
mammal indet,2
mammut americanus,2
mammut angustidens,2
mammut tapiroides,2
manteoceras sp,2
marmosa cinerea,2
marmosa laventica,2
marmosa macrotarsus,2
marmosops dorothea,2
martes munki,2
martes ogygia,2
martes sp,2
martinogale alveodens,2
mastomys colberti,2
mastomys erythroleucus,2
megacerops sp,2
megaerops niphanae,2
megaladapis edwardsi,2
megalohyrax championi,2
megalonyx leptostomus,2
megantereon whitfordi,2
megapedetes pentadactylus,2
meiostylodon zaoshiensis,2
melanomys sp.,2
mellalomys attasi,2
melogale orientalis,2
melomys matambuai,2
meniscomyinae sp,2
menodus proutii,2
meriones tamaricinus,2
meriones unguicalatus,2
merychippus insignis?,2
merychippus missouriensis,2
merychippus sejunctus,2
merychippus stevensi,2
merychyus elegans?,2
merychyus leptorhyncus?,2
merycochoerus matthewi,2
merycochoerus proprius,2
merycodus warreni,2
merycoides pariogonus,2
merycoidodon macrorhinus,2
merycoidodon? sp,2
mesamynodon? sp,2
mesembriomys gouldii,2
mesohippus brachystylus,2
mesohippus celer,2
mesohippus latidens?,2
mesonychid sp,2
mesoplodon layardi,2
mesoplodon mirus,2
mesoplodon perrini,2
mesoplodon peruvianus,2
mesoreodon chelonyx,2
mesoreodon latidens,2
mesoscalops? sp,2
messelina tenera,2
metachriacus provocator,2
metalopex merriami,2
metamynodon planifrons,2
metamynodon sp,2
metamynodon? sp,2
metapterodon kaiseri,2
metasinopa napaki,2
metaxytherium cuvieri,2
meterix sp,2
miacis lushiensis,2
miacis uintensis,2
micoureus cinereus,2
micoureus germana,2
micoureus paraguayanus,2
microgale decaryi,2
microgale prolixacaudata,2
microgale pusila,2
micronycteris brosseti,2
micronycteris daviesi,2
micronycteris microtus,2
micronycteris platyceps,2
microperoryctes longicauda,2
microsorex sp,2
microsyops elegans?,2
microtitan mongoliensis,2
microtus ?,2
microtus augusticeps,2
microtus carruthersi,2
microtus complicidens,2
microtus coronarius,2
microtus fertilis,2
microtus major,2
microtus majori,2
microtus menowni,2
microtus sikamensis,2
microtus sitkensis,2
microtus tetramerus,2
microtus ungurensis,2
midas rosalia,2
mimatuta makpialutae,2
mimatuta minual,2
mimatuta sp,2
mimomys primus,2
mimomys reidi,2
mimon koepckeae,2
mimotricentes fremontanus,2
mimotricentes punitor,2
mimotricentes subtrigonas,2
mimotricentes? sp,2
minchenella grandis,2
miniopterus ?,2
miniopterus magnater,2
miniopterus major,2
miochomys longidens,2
mioclaenus? sp,2
mioheteromys crowderensis,2
miohippus? sp,2
miolabis californicus,2
mionictis elegans,2
mionictis incertus,2
miospermophilus bryanti,2
mogera insularis,2
molinodus suzrezi,2
molossops mattogrossensis,2
molossops temmincki,2
molossus obscurus,2
monachus monachus,2
monodelphis brevicauda,2
monodelphis peruviana,2
monodelphis scalops,2
monodelphis sp.,2
monodelphis theresa,2
monodelphopsis travassosi,2
monodon monoceras,2
morganucodon heikuopengensis,2
mormopterus loriae,2
mormopterus norfolkensis,2
mormopterus sp.,2
moropus hollandi,2
mouillacitherium cartieri,2
muntiacus sp.,2
murexia longicaudata,2
murina hilgendorfi,2
murina rozendaali,2
mus auctor,2
mus bactrianus,2
mus cookii,2
mus formosanus,2
mus pahari,2
mus poschiavinus,2
mustela ermina,2
mustela eversmanii,2
mustela pennanti,2
mustelid frenata,2
mylagaulodon angulatus,2
mylagaulus laevus,2
mylagaulus paniensis,2
mylodon robustus,2
mylohyus? sp,2
myocastor corypus,2
myodes regulus,2
myodes rutilis,2
myodes sikotanensis,2
myomys fumatus,2
myonycteris relicta,2
myospalax minor,2
myotis ?,2
myotis fimbriatus,2
myotis milleri,2
myotis planiceps,2
myotis rufopictus,2
myrmecoboides montanensis,2
mysops parvus,2
mystacina tuberculata,2
mystipterus pacificus,2
naemorhedus caudatus,2
naemorhedus crispus,2
naemorhedus goral,2
nambaroo novus,2
nanger soemmerringii,2
nannocetus eremus,2
nannospalax ehrenbergi,2
nanodelphys sp,2
nanonycteris veldkampi,2
napeozapus insignis,2
naranius americanus,2
nasua sp,2
natalus lanatus,2
nectogale sikhimensis,2
